	Entry	Gene Names	Involvement in disease	Organism
50	O95299	NDUFA10	DISEASE: Mitochondrial complex I deficiency, nuclear type 22 (MC1DN22) [MIM:618243]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN22 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:21150889, ECO:0000269|PubMed:26741492}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
51	Q16795	NDUFA9 NDUFS2L	DISEASE: Mitochondrial complex I deficiency, nuclear type 26 (MC1DN26) [MIM:618247]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN26 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:22114105, ECO:0000269|PubMed:28671271}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
52	Q8TB37	NUBPL C14orf127	DISEASE: Mitochondrial complex I deficiency, nuclear type 21 (MC1DN21) [MIM:618242]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN21 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:20818383, ECO:0000269|PubMed:23553477}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
53	Q9UI09	NDUFA12 DAP13	DISEASE: Mitochondrial complex I deficiency, nuclear type 23 (MC1DN23) [MIM:618244]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN23 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:21617257}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
54	Q9Y375	NDUFAF1 CIA30 CGI-65	DISEASE: Mitochondrial complex I deficiency, nuclear type 11 (MC1DN11) [MIM:618234]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN11 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:17557076, ECO:0000269|PubMed:21931170}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
55	Q9Y6M9	NDUFB9 LYRM3 UQOR22	DISEASE: Mitochondrial complex I deficiency, nuclear type 24 (MC1DN24) [MIM:618245]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN24 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:22200994}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
56	O95298	NDUFC2 HLC1	DISEASE: Mitochondrial complex I deficiency, nuclear type 36 (MC1DN36) [MIM:619170]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN36 is characterized by global developmental delay, hypotonia, and failure to thrive apparent from infancy or early childhood. Affected individuals usually do not acquire ambulation, show progressive spasticity, and have impaired intellectual development with absent speech. MC1DN36 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:32969598}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
57	P21554	CNR1 CNR	DISEASE: Obesity (OBESITY) [MIM:601665]: A condition characterized by an increase of body weight beyond the limitation of skeletal and physical requirements, as the result of excessive accumulation of body fat. {ECO:0000269|PubMed:18177726}. Note=The protein represented in this entry may be involved in disease pathogenesis. May contribute to the development of diet-induced obesity and several obesity-associated features, such as dyslipidemia and liver steatosis, regulating peripheral lipogenesis, energy expenditure and feeding behavior. CNR1 inverse agonists have been shown to reduce body weight and improve metabolic abnormalities in obese subjects, although adverse neuropsychiatric effects, including anxiety, irritability, and depressed mood, halted their therapeutic development (PubMed:18177726). In obese mice, peripherally restricted CNR1 inverse agonists have been shown to normalize metabolic abnormalities, including insulin resistance and fatty liver, and to reverse leptin resistance. {ECO:0000269|PubMed:18177726}.; DISEASE: Note=Dysfunction of the endogenous cannabinoid system including CNR1 has been implicated in the pathogenesis of a number of central nervous system disorders, including Huntington disease, Parkinson disease, and Alzheimer disease (PubMed:32549916). In post-mortem brains from Huntington disease patients, a progressive CNR1 loss has been observed in the caudate nucleus, putamen, and substantia nigra pars reticulata, and altered expression and abnormal endocannabinoid levels precede motor symptoms in a disease mouse model (PubMed:10828533, PubMed:19524019, PubMed:8255419). In Parkinson disease, low CNR1 expression in mid-superior frontal gyrus and mid-cingulate cortex has been associated with poor mind, poor executive functioning and poor episode memory, while patients with more severe visuospatial dysfunction showed decreased receptor availability in the precuneus, mid-cingulate, supplementary motor cortex, inferior orbitofrontal gyrus and thalamus (PubMed:31342135). In an animal model for Alzheimer disease, CNR1 heterozygous deletion has been associated with decreased levels of postsynaptic density protein 95 (DLG4/PSD95) and accelerated memory impairment, suggesting synaptic dysfunction and a crucial role for CNR1 in the progression of disease symptoms (PubMed:10828533, PubMed:19524019, PubMed:30096288, PubMed:31342135, PubMed:8255419). {ECO:0000269|PubMed:10828533, ECO:0000269|PubMed:19524019, ECO:0000269|PubMed:30096288, ECO:0000269|PubMed:31342135, ECO:0000269|PubMed:32549916, ECO:0000269|PubMed:8255419}.	Homo sapiens (Human)
58	O43464	HTRA2 OMI PRSS25	DISEASE: 3-methylglutaconic aciduria 8 (MGCA8) [MIM:617248]: An autosomal recessive inborn error of metabolism resulting in early death. Clinical features include extreme hypertonia observed at birth, alternating with hypotonia, subsequent appearance of extrapyramidal symptoms, lack of psychomotor development, microcephaly, and intractable seizures. Patients show lactic acidemia, 3-methylglutaconic aciduria, intermittent neutropenia, and progressive brain atrophy. {ECO:0000269|PubMed:27208207, ECO:0000269|PubMed:27696117}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Parkinson disease 13 (PARK13) [MIM:610297]: A complex neurodegenerative disorder characterized by bradykinesia, resting tremor, muscular rigidity and postural instability, as well as by a clinically significant response to treatment with levodopa. The pathology involves the loss of dopaminergic neurons in the substantia nigra and the presence of Lewy bodies (intraneuronal accumulations of aggregated proteins), in surviving neurons in various areas of the brain. {ECO:0000269|PubMed:15961413, ECO:0000269|PubMed:18401856}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.	Homo sapiens (Human)
59	P07602	PSAP GLBA SAP1	DISEASE: Combined saposin deficiency (PSAPD) [MIM:611721]: An autosomal recessive storage disorder characterized by hepatosplenomegaly and severe neurologic disease, due to absence of all saposins. PSAPD has a fatal outcome in infancy. {ECO:0000269|PubMed:11309366, ECO:0000269|PubMed:1371116}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Metachromatic leukodystrophy due to saposin B deficiency (MLDSAPB) [MIM:249900]: A form of metachromatic leukodystrophy biochemically characterized by tissue accumulation of cerebroside-3-sulfate, saposin B deficiency, and normal arylsulfatase A activity. Clinical manifestations include periventricular white matter abnormalities, demyelination, and peripheral neuropathy. Additional neurological features include dysarthria, ataxic gait, psychomotor regression, seizures, cognitive decline and spastic quadriparesis. {ECO:0000269|PubMed:10196694, ECO:0000269|PubMed:10682309, ECO:0000269|PubMed:2019586, ECO:0000269|PubMed:2302219, ECO:0000269|PubMed:2320574}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Gaucher disease, atypical, due to saposin C deficiency (GDSAPC) [MIM:610539]: A disease characterized by marked glucosylceramide accumulation in the spleen without having a deficiency of glucosylceramide-beta glucosidase characteristic of classic Gaucher disease. Gaucher disease is a lysosomal storage disorder characterized by skeletal deterioration, hepatosplenomegaly, and organ dysfunction. There are several subtypes based on the presence and severity of neurological involvement. {ECO:0000269|PubMed:17919309, ECO:0000269|PubMed:2060627}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Krabbe disease, atypical, due to saposin A deficiency (KRBSAPA) [MIM:611722]: An autosomal recessive disorder of galactosylceramide metabolism. Clinical features include neurologic regression around age 3 months, loss of spontaneous movements, hyporeflexia, generalized brain atrophy, and diffuse white matter dysmyelination. {ECO:0000269|PubMed:15773042, ECO:0000269|PubMed:16905746}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Note=Defects in PSAP saposin-D region are found in a variant of Tay-Sachs disease (GM2-gangliosidosis).; DISEASE: Parkinson disease 24, autosomal dominant (PARK24) [MIM:619491]: An autosomal dominant form of Parkinson disease, a complex neurodegenerative disorder characterized by bradykinesia, resting tremor, muscular rigidity and postural instability, as well as by a clinically significant response to treatment with levodopa. The pathology involves the loss of dopaminergic neurons in the substantia nigra and the presence of Lewy bodies (intraneuronal accumulations of aggregated proteins), in surviving neurons in various areas of the brain. PARK24 shows incomplete penetrance. {ECO:0000269|PubMed:32201884}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.	Homo sapiens (Human)
60	P07101	TH TYH	DISEASE: Segawa syndrome autosomal recessive (ARSEGS) [MIM:605407]: A form of DOPA-responsive dystonia presenting in infancy or early childhood. Dystonia is defined by the presence of sustained involuntary muscle contractions, often leading to abnormal postures. Some cases present with parkinsonian symptoms in infancy. Unlike all other forms of dystonia, it is an eminently treatable condition, due to a favorable response to L-DOPA. {ECO:0000269|PubMed:10585338, ECO:0000269|PubMed:11196107, ECO:0000269|PubMed:11246459, ECO:0000269|PubMed:15505183, ECO:0000269|PubMed:15747353, ECO:0000269|PubMed:16049992, ECO:0000269|PubMed:17696123, ECO:0000269|PubMed:18058633, ECO:0000269|PubMed:18554280, ECO:0000269|PubMed:19491146, ECO:0000269|PubMed:20056467, ECO:0000269|PubMed:20430833, ECO:0000269|PubMed:21940685, ECO:0000269|PubMed:22264700, ECO:0000269|PubMed:22815559, ECO:0000269|PubMed:23762320, ECO:0000269|PubMed:23939262, ECO:0000269|PubMed:24753243, ECO:0000269|PubMed:7814018, ECO:0000269|PubMed:8528210, ECO:0000269|PubMed:8817341, ECO:0000269|PubMed:9613851, ECO:0000269|PubMed:9703425}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Note=May play a role in the pathogenesis of Parkinson disease (PD). A genome-wide copy number variation analysis has identified a 34 kilobase deletion over the TH gene in a PD patient but not in any controls. {ECO:0000269|PubMed:20809526}.	Homo sapiens (Human)
61	Q9NX14	NDUFB11 UNQ111/PRO1064	DISEASE: Linear skin defects with multiple congenital anomalies 3 (LSDMCA3) [MIM:300952]: A disorder characterized by dermal, ocular, neurological and cardiac abnormalities. LSDMCA3 clinical features include linear skin defects on face and neck at birth, lacrimal duct atresia, myopia, nystagmus, strabismus, cardiomyopathy, axial hypotonia, seizures, corpus callosum agenesis, and dilation of lateral ventricles. {ECO:0000269|PubMed:25772934}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Mitochondrial complex I deficiency, nuclear type 30 (MC1DN30) [MIM:301021]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. {ECO:0000269|PubMed:26741492}. Note=The disease may be caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
62	O95263	PDE8B PIG22	DISEASE: Striatal degeneration, autosomal dominant 1 (ADSD1) [MIM:609161]: A movement disorder affecting the striatal part of the basal ganglia and characterized by bradykinesia, dysarthria and muscle rigidity. These symptoms resemble idiopathic Parkinson disease, but tremor is not present. {ECO:0000269|PubMed:20085714}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Primary pigmented nodular adrenocortical disease 3 (PPNAD3) [MIM:614190]: A rare bilateral adrenal defect causing ACTH-independent Cushing syndrome. Macroscopic appearance of the adrenals is characteristic with small pigmented micronodules observed in the cortex. Adrenal glands show overall normal size and weight, and multiple small yellow-to-dark brown nodules surrounded by a cortex with a uniform appearance. Microscopically, there are moderate diffuse cortical hyperplasia with mostly nonpigmented nodules, multiple capsular deficits and massive circumscribed and infiltrating extra-adrenal cortical excrescences with micronodules. Clinical manifestations of Cushing syndrome include facial and truncal obesity, abdominal striae, muscular weakness, osteoporosis, arterial hypertension, diabetes. {ECO:0000269|PubMed:18431404}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
63	Q96DP5	MTFMT FMT FMT1	DISEASE: Combined oxidative phosphorylation deficiency 15 (COXPD15) [MIM:614947]: An autosomal recessive, mitochondrial, neurologic disorder characterized by features of Leigh syndrome and combined oxidative phosphorylation deficiency. Clinical features include mild global developmental delay, white matter abnormalities, ataxia, incoordination, speech and reading difficulties, T2-weighted hyperintensities in the basal ganglia, corpus callosum, and brainstem. {ECO:0000269|PubMed:21907147, ECO:0000269|PubMed:25288793}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Mitochondrial complex I deficiency, nuclear type 27 (MC1DN27) [MIM:618248]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN27 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:22499348}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
64	Q9P0J0	NDUFA13 GRIM19 CDA016 CGI-39	DISEASE: Hurthle cell thyroid carcinoma (HCTC) [MIM:607464]: A rare type of thyroid cancer accounting for only about 3-10% of all differentiated thyroid cancers. These neoplasms are considered a variant of follicular carcinoma of the thyroid and are referred to as follicular carcinoma, oxyphilic type. {ECO:0000269|PubMed:15841082}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.; DISEASE: Mitochondrial complex I deficiency, nuclear type 28 (MC1DN28) [MIM:618249]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN28 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:25901006}. Note=The disease may be caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
65	P10636	MAPT MAPTL MTBT1 TAU	DISEASE: Note=In Alzheimer disease, the neuronal cytoskeleton in the brain is progressively disrupted and replaced by tangles of paired helical filaments (PHF) and straight filaments, mainly composed of hyperphosphorylated forms of TAU (PHF-TAU or AD P-TAU). O-GlcNAcylation is greatly reduced in Alzheimer disease brain cerebral cortex leading to an increase in TAU/MAPT phosphorylations. {ECO:0000269|PubMed:14517953, ECO:0000269|PubMed:26086902}.; DISEASE: Frontotemporal dementia 1 (FTD1) [MIM:600274]: A form of dementia characterized by pathologic finding of frontotemporal lobar degeneration, presenile dementia with behavioral changes, deterioration of cognitive capacities and loss of memory. In some cases, parkinsonian symptoms are prominent. Neuropathological changes include frontotemporal atrophy often associated with atrophy of the basal ganglia, substantia nigra, amygdala. In most cases, protein tau deposits are found in glial cells and/or neurons. {ECO:0000269|PubMed:10208578, ECO:0000269|PubMed:10214944, ECO:0000269|PubMed:10374757, ECO:0000269|PubMed:10489057, ECO:0000269|PubMed:10553987, ECO:0000269|PubMed:10802785, ECO:0000269|PubMed:11071507, ECO:0000269|PubMed:11117541, ECO:0000269|PubMed:11278002, ECO:0000269|PubMed:11585254, ECO:0000269|PubMed:11889249, ECO:0000269|PubMed:11906000, ECO:0000269|PubMed:11921059, ECO:0000269|PubMed:12473774, ECO:0000269|PubMed:12509859, ECO:0000269|PubMed:14517953, ECO:0000269|PubMed:15883319, ECO:0000269|PubMed:16240366, ECO:0000269|PubMed:26086902, ECO:0000269|PubMed:32961270, ECO:0000269|PubMed:9629852, ECO:0000269|PubMed:9641683, ECO:0000269|PubMed:9736786, ECO:0000269|PubMed:9789048, ECO:0000269|PubMed:9973279}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Pick disease of the brain (PIDB) [MIM:172700]: A rare form of dementia pathologically defined by severe atrophy, neuronal loss and gliosis. It is characterized by the occurrence of tau-positive inclusions, swollen neurons (Pick cells) and argentophilic neuronal inclusions known as Pick bodies that disproportionally affect the frontal and temporal cortical regions. Clinical features include aphasia, apraxia, confusion, anomia, memory loss and personality deterioration. {ECO:0000269|PubMed:10604746, ECO:0000269|PubMed:11089577, ECO:0000269|PubMed:11117542, ECO:0000269|PubMed:11601501, ECO:0000269|PubMed:11891833}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Note=Defects in MAPT are a cause of corticobasal degeneration (CBD). It is marked by extrapyramidal signs and apraxia and can be associated with memory loss. Neuropathologic features may overlap Alzheimer disease, progressive supranuclear palsy, and Parkinson disease.; DISEASE: Progressive supranuclear palsy 1 (PSNP1) [MIM:601104]: Characterized by akinetic-rigid syndrome, supranuclear gaze palsy, pyramidal tract dysfunction, pseudobulbar signs and cognitive capacities deterioration. Neurofibrillary tangles and gliosis but no amyloid plaques are found in diseased brains. Most cases appear to be sporadic, with a significant association with a common haplotype including the MAPT gene and the flanking regions. Familial cases show an autosomal dominant pattern of transmission with incomplete penetrance; genetic analysis of a few cases showed the occurrence of tau mutations, including a deletion of Asn-613. {ECO:0000269|PubMed:10534245, ECO:0000269|PubMed:11220749, ECO:0000269|PubMed:12325083, ECO:0000269|PubMed:14991828, ECO:0000269|PubMed:14991829, ECO:0000269|PubMed:16157753}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Parkinson-dementia syndrome (PARDE) [MIM:260540]: A syndrome characterized by parkinsonism, tremor, rigidity, dementia, ophthalmoparesis and pyramidal signs. Neurofibrillary degeneration occurs in the hippocampus, basal ganglia and brainstem nuclei. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
66	O75306	NDUFS2	DISEASE: Mitochondrial complex I deficiency, nuclear type 6 (MC1DN6) [MIM:618228]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN6 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:11220739, ECO:0000269|PubMed:22036843}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Leber-like hereditary optic neuropathy, autosomal recessive 2 (LHONAR2) [MIM:620569]: An autosomal recessive form of Leber hereditary optic neuropathy, a mitochondrial disease resulting in bilateral painless loss of central vision due to selective degeneration of the retinal ganglion cells and their axons. LHONAR2 is characterized by subacute bilateral or asymmetrical visual loss, optic nerve pseudoedema and peripapillary telangiectasia in the early phase of the disease, and eventual partial recovery in some patients. {ECO:0000269|PubMed:28031252}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
67	Q330K2	NDUFAF6 C8orf38	DISEASE: Mitochondrial complex I deficiency, nuclear type 17 (MC1DN17) [MIM:618239]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN17 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:18614015, ECO:0000269|PubMed:22019594, ECO:0000269|PubMed:26741492, ECO:0000269|PubMed:27623250, ECO:0000269|PubMed:29531337, ECO:0000269|PubMed:30642748}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Fanconi renotubular syndrome 5 (FRTS5) [MIM:618913]: A form of Fanconi renotubular syndrome, a disease due to a generalized dysfunction of the proximal kidney tubule resulting in decreased solute and water reabsorption. Patients have polydipsia and polyuria with phosphaturia, glycosuria and aminoaciduria. They may develop hypophosphatemic rickets or osteomalacia, acidosis and a tendency toward dehydration. Some eventually develop renal insufficiency. FRTS5 is an autosomal recessive mitochondrial disorder characterized by proximal renotubular dysfunction from birth, followed by progressive kidney disease and pulmonary fibrosis. {ECO:0000269|PubMed:27466185}. Note=The disease is caused by variants affecting the gene represented in this entry. A homozygous disease-causing variant located in intron 2 leads to aberrant splicing and altered isoform synthesis. Kidney and lung tissues from affected individuals show specific loss of mitochondrial isoform 1. Patient cells show defects in mitochondrial complex I assembly and altered mitochondrial respiration. {ECO:0000269|PubMed:27466185}.	Homo sapiens (Human)
68	P03897	MT-ND3 MTND3 NADH3 ND3	DISEASE: Leigh syndrome (LS) [MIM:256000]: An early-onset progressive neurodegenerative disorder characterized by the presence of focal, bilateral lesions in one or more areas of the central nervous system including the brainstem, thalamus, basal ganglia, cerebellum and spinal cord. Clinical features depend on which areas of the central nervous system are involved and include subacute onset of psychomotor retardation, hypotonia, ataxia, weakness, vision loss, eye movement abnormalities, seizures, and dysphagia. {ECO:0000269|PubMed:17152068, ECO:0000269|PubMed:25118196}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Mitochondrial complex I deficiency, mitochondrial type 1 (MC1DM1) [MIM:500014]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. {ECO:0000269|PubMed:11456298, ECO:0000269|PubMed:14705112, ECO:0000269|PubMed:20818383}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
69	A1L188	NDUFAF8 C17orf89	DISEASE: Mitochondrial complex I deficiency, nuclear type 34 (MC1DN34) [MIM:618776]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN34 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:31866046}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
