	Entry	Gene Names	Involvement in disease	Organism
55	Q96JQ0	DCHS1 CDH19 CDH25 FIB1 KIAA1773 PCDH16	DISEASE: Van Maldergem syndrome 1 (VMLDS1) [MIM:601390]: An autosomal recessive disorder characterized by intellectual disability, typical craniofacial features, auditory malformations resulting in hearing loss, and skeletal and limb malformations. Some patients have renal hypoplasia. Brain MRI typically shows periventricular nodular heterotopia. {ECO:0000269|PubMed:24056717}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Mitral valve prolapse 2 (MVP2) [MIM:607829]: A form of mitral valve prolapse, a valvular heart disease characterized by abnormally elongated and thickened mitral valve leaflets, that typically show myxomatous degeneration with increased leaflet compliance. It is associated with mitral regurgitation. Myxomatous mitral valves have an abnormal layered architecture characterized by loose collagen in fibrosa, expanded spongiosa strongly positive for proteoglycans, and disrupted elastin in atrialis. In classic mitral valve prolapse, leaflets are at least 5 mm thick, whereas in the non-classic form, they are less than 5 mm thick. Severe classic mitral valve prolapse is strongly associated with arrhythmias, endocarditis, heart failure, and need for valve surgery. MVP2 inheritance is autosomal dominant. {ECO:0000269|PubMed:26258302}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
56	P11532	DMD	DISEASE: Duchenne muscular dystrophy (DMD) [MIM:310200]: Most common form of muscular dystrophy; a sex-linked recessive disorder. It typically presents in boys aged 3 to 7 year as proximal muscle weakness causing waddling gait, toe-walking, lordosis, frequent falls, and difficulty in standing up and climbing up stairs. The pelvic girdle is affected first, then the shoulder girdle. Progression is steady and most patients are confined to a wheelchair by age of 10 or 12. Flexion contractures and scoliosis ultimately occur. About 50% of patients have a lower IQ than their genetic expectations would suggest. There is no treatment. {ECO:0000269|PubMed:12632325, ECO:0000269|PubMed:24302611, ECO:0000269|PubMed:7981590, ECO:0000269|PubMed:7981690, ECO:0000269|PubMed:8401582, ECO:0000269|PubMed:8817332, ECO:0000269|PubMed:9851445}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Becker muscular dystrophy (BMD) [MIM:300376]: A neuromuscular disorder characterized by dystrophin deficiency. It appears between the age of 5 and 15 years with a proximal motor deficiency of variable progression. Heart involvement can be the initial sign. Becker muscular dystrophy has a more benign course than Duchenne muscular dystrophy. {ECO:0000269|PubMed:10573008, ECO:0000269|PubMed:7951253, ECO:0000269|PubMed:8281150}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, dilated, 3B (CMD3B) [MIM:302045]: A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. CMD3B is an X-linked disorder. {ECO:0000269|PubMed:12359139, ECO:0000269|PubMed:25340340, ECO:0000269|PubMed:32410525, ECO:0000269|PubMed:9170407}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
57	Q9UGJ0	PRKAG2	DISEASE: Wolff-Parkinson-White syndrome (WPW) [MIM:194200]: A supernormal conduction disorder characterized by the presence of one or several accessory atrioventricular connections, which can lead to episodes of sporadic tachycardia. {ECO:0000269|PubMed:11407343, ECO:0000269|PubMed:11748095, ECO:0000269|PubMed:14722619}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, familial hypertrophic, 6 (CMH6) [MIM:600858]: A hereditary heart disorder characterized by ventricular hypertrophy, which is usually asymmetric and often involves the interventricular septum. The symptoms include dyspnea, syncope, collapse, palpitations, and chest pain. They can be readily provoked by exercise. The disorder has inter- and intrafamilial variability ranging from benign to malignant forms with high risk of cardiac failure and sudden cardiac death. CMH6 patients present Wolff-Parkinson-White ventricular preexcitation, enlarged myocytes without myofiber disarray, and glycogen-containing cytosolic vacuoles within cardiomyocytes. {ECO:0000269|PubMed:11371514, ECO:0000269|PubMed:11827995}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Glycogen storage disease of heart lethal congenital (GSDH) [MIM:261740]: Rare disease which leads to death within a few weeks to a few months after birth, through heart failure and respiratory compromise. {ECO:0000269|PubMed:15877279}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
58	P12883	MYH7 MYHCB	DISEASE: Cardiomyopathy, familial hypertrophic, 1 (CMH1) [MIM:192600]: A hereditary heart disorder characterized by ventricular hypertrophy, which is usually asymmetric and often involves the interventricular septum. The symptoms include dyspnea, syncope, collapse, palpitations, and chest pain. They can be readily provoked by exercise. The disorder has inter- and intrafamilial variability ranging from benign to malignant forms with high risk of cardiac failure and sudden cardiac death. {ECO:0000269|PubMed:10065021, ECO:0000269|PubMed:10329202, ECO:0000269|PubMed:10521296, ECO:0000269|PubMed:10563488, ECO:0000269|PubMed:10679957, ECO:0000269|PubMed:10862102, ECO:0000269|PubMed:11113006, ECO:0000269|PubMed:11133230, ECO:0000269|PubMed:11214007, ECO:0000269|PubMed:11424919, ECO:0000269|PubMed:11733062, ECO:0000269|PubMed:11861413, ECO:0000269|PubMed:11968089, ECO:0000269|PubMed:12081993, ECO:0000269|PubMed:12566107, ECO:0000269|PubMed:12590187, ECO:0000269|PubMed:12707239, ECO:0000269|PubMed:12818575, ECO:0000269|PubMed:12820698, ECO:0000269|PubMed:12951062, ECO:0000269|PubMed:12974739, ECO:0000269|PubMed:12975413, ECO:0000269|PubMed:1417858, ECO:0000269|PubMed:15358028, ECO:0000269|PubMed:15483641, ECO:0000269|PubMed:1552912, ECO:0000269|PubMed:15563892, ECO:0000269|PubMed:15856146, ECO:0000269|PubMed:15858117, ECO:0000269|PubMed:16199542, ECO:0000269|PubMed:16267253, ECO:0000269|PubMed:1638703, ECO:0000269|PubMed:16650083, ECO:0000269|PubMed:16938236, ECO:0000269|PubMed:17095604, ECO:0000269|PubMed:17372140, ECO:0000269|PubMed:18175163, ECO:0000269|PubMed:18403758, ECO:0000269|PubMed:1975517, ECO:0000269|PubMed:25182012, ECO:0000269|PubMed:7581410, ECO:0000269|PubMed:7731997, ECO:0000269|PubMed:7848441, ECO:0000269|PubMed:7874131, ECO:0000269|PubMed:7909436, ECO:0000269|PubMed:8250038, ECO:0000269|PubMed:8254035, ECO:0000269|PubMed:8268932, ECO:0000269|PubMed:8282798, ECO:0000269|PubMed:8343162, ECO:0000269|PubMed:8435239, ECO:0000269|PubMed:8483915, ECO:0000269|PubMed:8533830, ECO:0000269|PubMed:8655135, ECO:0000269|PubMed:8899546, ECO:0000269|PubMed:9544842, ECO:0000269|PubMed:9822100, ECO:0000269|PubMed:9829907}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Congenital myopathy 7A, myosin storage, autosomal dominant (CMYO7A) [MIM:608358]: A skeletal muscle disorder characterized by prominent axial and proximal weakening, spinal stiffness, severe scoliosis, with or without respiratory and cardiac involvement. The age at symptom onset can range from early childhood to late adulthood, and disease severity ranges from asymptomatic to severe muscular weakness and respiratory insufficiency. Histopathological examination shows variable findings including subsarcolemmal hyaline bodies in type 1 fibers. {ECO:0000269|PubMed:14520662, ECO:0000269|PubMed:15136674, ECO:0000269|PubMed:16684601, ECO:0000269|PubMed:17336526}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, dilated, 1S (CMD1S) [MIM:613426]: A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. {ECO:0000269|PubMed:11106718, ECO:0000269|PubMed:12379228, ECO:0000269|PubMed:15769782, ECO:0000269|PubMed:18506004, ECO:0000269|PubMed:21127202, ECO:0000269|PubMed:21846512}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Myopathy, distal, 1 (MPD1) [MIM:160500]: A muscular disorder characterized by early-onset selective weakness of the great toe and ankle dorsiflexors, followed by weakness of the finger extensors. Mild proximal weakness occasionally develops years later after the onset of the disease. {ECO:0000269|PubMed:15322983, ECO:0000269|PubMed:17548557}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Congenital myopathy 7B, myosin storage, autosomal recessive (CMYO7B) [MIM:255160]: A skeletal muscle disorder characterized by the onset of scapuloperoneal muscle weakness in early childhood or young adulthood. Affected individuals have difficulty walking, steppage gait, and scapular winging due to shoulder girdle involvement. The severity and progression of the disorder is highly variable. Most patients develop respiratory insufficiency and restrictive lung disease. Some develop hypertrophic cardiomyopathy. Histopathological examination shows variable findings including subsarcolemmal hyaline bodies in type 1 fibers. {ECO:0000269|PubMed:25666907}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Left ventricular non-compaction 5 (LVNC5) [MIM:613426]: A form of left ventricular non-compaction, a cardiomyopathy due to myocardial morphogenesis arrest and characterized by a hypertrophic left ventricle, a severely thickened 2-layered myocardium, numerous prominent trabeculations, deep intertrabecular recesses, and poor systolic function. Clinical manifestations are variable. Some affected individuals experience no symptoms at all, others develop heart failure. In some cases, left ventricular non-compaction is associated with other congenital heart anomalies. LVNC5 is an autosomal dominant condition. {ECO:0000269|PubMed:18506004}. Note=The disease is caused by variants affecting distinct genetic loci, including the gene represented in this entry.	Homo sapiens (Human)
59	P25705	ATP5F1A ATP5A ATP5A1 ATP5AL2 ATPM	DISEASE: Combined oxidative phosphorylation deficiency 22 (COXPD22) [MIM:616045]: A mitochondrial disorder characterized by intrauterine growth retardation, microcephaly, hypotonia, pulmonary hypertension, failure to thrive, encephalopathy, and heart failure. {ECO:0000269|PubMed:23596069}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Mitochondrial complex V deficiency, nuclear type 4A (MC5DN4A) [MIM:620358]: An autosomal dominant mitochondrial disorder characterized by failure to thrive, feeding difficulties, hyperlactatemia, hyperammonemia, and increased serum alanine levels. Some affected individuals show spontaneous resolution of the symptoms in early childhood and have subsequent normal growth and development, whereas others show developmental delay with impaired intellectual development and movement abnormalities, including dystonia, ataxia, or spasticity. {ECO:0000269|PubMed:34483339, ECO:0000269|PubMed:34954817}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Mitochondrial complex V deficiency, nuclear type 4B (MC5DN4B) [MIM:615228]: An autosomal recessive mitochondrial disorder characterized by severe neonatal encephalopathy resulting in death in the first weeks of life. Affected individuals do not show dysmorphic features or organomegaly, and manifest neurologic features such as irritability, a high-pitched cry, a horizontal and vertical nystagmus, abnormal primitive reflexes, and tonus dysregulation. Post-mortem anatomopathological examination shows extensive cerebral damage, hypoplastic lungs, and renal and skeletal lesions. {ECO:0000269|PubMed:23599390}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
60	Q86TC9	MYPN MYOP	DISEASE: Congenital myopathy 24 (CMYO24) [MIM:617336]: An autosomal recessive muscular disorder characterized by slowly progressive muscle weakness and atrophy, mainly affecting the lower limbs and neck. Some patients may have mild cardiac or respiratory involvement, but they do not have respiratory failure. Muscle biopsy shows nemaline bodies. {ECO:0000269|PubMed:28017374}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, dilated, 1KK (CMD1KK) [MIM:615248]: A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. {ECO:0000269|PubMed:18006477, ECO:0000269|PubMed:22286171, ECO:0000269|PubMed:22892539}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, familial hypertrophic, 22 (CMH22) [MIM:615248]: A hereditary heart disorder characterized by ventricular hypertrophy, which is usually asymmetric and often involves the interventricular septum. The symptoms include dyspnea, syncope, collapse, palpitations, and chest pain. They can be readily provoked by exercise. The disorder has inter- and intrafamilial variability ranging from benign to malignant forms with high risk of cardiac failure and sudden cardiac death. {ECO:0000269|PubMed:22286171}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, familial restrictive 4 (RCM4) [MIM:615248]: A heart disorder characterized by impaired filling of the ventricles with reduced diastolic volume, in the presence of normal or near normal wall thickness and systolic function. {ECO:0000269|PubMed:22286171}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
61	O75072	FKTN FCMD	DISEASE: Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A4 (MDDGA4) [MIM:253800]: An autosomal recessive disorder characterized by congenital muscular dystrophy associated with cobblestone lissencephaly and other brain anomalies, eye malformations, profound intellectual disability, and death usually in the first years of life. Included diseases are the more severe Walker-Warburg syndrome and the slightly less severe muscle-eye-brain disease. {ECO:0000269|PubMed:10545611, ECO:0000269|PubMed:17034757, ECO:0000269|PubMed:19179078, ECO:0000269|PubMed:22958903, ECO:0000269|PubMed:24530477}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Muscular dystrophy-dystroglycanopathy congenital without impaired intellectual development B4 (MDDGB4) [MIM:613152]: An autosomal recessive disorder characterized by congenital muscular dystrophy and evidence of dystroglycanopathy. Features included increased serum creatine kinase, generalized weakness, mild white matter changes on brain MRI, and absence of intellectual disability. {ECO:0000269|PubMed:14627679, ECO:0000269|PubMed:18177472, ECO:0000269|PubMed:19179078, ECO:0000269|PubMed:19299310}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Muscular dystrophy-dystroglycanopathy limb-girdle C4 (MDDGC4) [MIM:611588]: An autosomal recessive degenerative myopathy characterized by progressive weakness of the pelvic and shoulder girdle muscles, and elevated serum creatine kinase. MDDGC4 has no brain involvement and a remarkable clinical response to corticosteroids. {ECO:0000269|PubMed:17044012, ECO:0000269|PubMed:19342235}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, dilated, 1X (CMD1X) [MIM:611615]: A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. {ECO:0000269|PubMed:17036286}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
62	P13533	MYH6 MYHCA	DISEASE: Atrial septal defect 3 (ASD3) [MIM:614089]: A congenital heart malformation characterized by incomplete closure of the wall between the atria resulting in blood flow from the left to the right atria. {ECO:0000269|PubMed:15735645}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, familial hypertrophic, 14 (CMH14) [MIM:613251]: A hereditary heart disorder characterized by ventricular hypertrophy, which is usually asymmetric and often involves the interventricular septum. The symptoms include dyspnea, syncope, collapse, palpitations, and chest pain. They can be readily provoked by exercise. The disorder has inter- and intrafamilial variability ranging from benign to malignant forms with high risk of cardiac failure and sudden cardiac death. {ECO:0000269|PubMed:11815426, ECO:0000269|PubMed:15998695}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, dilated, 1EE (CMD1EE) [MIM:613252]: A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. {ECO:0000269|PubMed:15998695}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Sick sinus syndrome 3 (SSS3) [MIM:614090]: The term 'sick sinus syndrome' encompasses a variety of conditions caused by sinus node dysfunction. The most common clinical manifestations are syncope, presyncope, dizziness, and fatigue. Electrocardiogram typically shows sinus bradycardia, sinus arrest, and/or sinoatrial block. Episodes of atrial tachycardias coexisting with sinus bradycardia ('tachycardia-bradycardia syndrome') are also common in this disorder. SSS occurs most often in the elderly associated with underlying heart disease or previous cardiac surgery, but can also occur in the fetus, infant, or child without heart disease or other contributing factors. {ECO:0000269|PubMed:21378987}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry. The lifetime risk of being diagnosed with sick sinus syndrome is higher for carriers of variant p.Arg721Trp than for non-carriers. {ECO:0000269|PubMed:21378987}.	Homo sapiens (Human)
63	Q07699	SCN1B	DISEASE: Generalized epilepsy with febrile seizures plus 1 (GEFSP1) [MIM:604233]: A rare autosomal dominant, familial condition with incomplete penetrance and large intrafamilial variability. Patients display febrile seizures persisting sometimes beyond the age of 6 years and/or a variety of afebrile seizure types. This disease combines febrile seizures, generalized seizures often precipitated by fever at age 6 years or more, and partial seizures, with a variable degree of severity. {ECO:0000269|PubMed:17928445, ECO:0000269|PubMed:21040232, ECO:0000269|PubMed:9697698}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Brugada syndrome 5 (BRGDA5) [MIM:612838]: A tachyarrhythmia characterized by right bundle branch block and ST segment elevation on an electrocardiogram (ECG). It can cause the ventricles to beat so fast that the blood is prevented from circulating efficiently in the body. When this situation occurs, the individual will faint and may die in a few minutes if the heart is not reset. {ECO:0000269|PubMed:18464934}. Note=The gene represented in this entry may be involved in disease pathogenesis.; DISEASE: Atrial fibrillation, familial, 13 (ATFB13) [MIM:615377]: A familial form of atrial fibrillation, a common sustained cardiac rhythm disturbance. Atrial fibrillation is characterized by disorganized atrial electrical activity and ineffective atrial contraction promoting blood stasis in the atria and reduces ventricular filling. It can result in palpitations, syncope, thromboembolic stroke, and congestive heart failure. {ECO:0000269|PubMed:19808477}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Developmental and epileptic encephalopathy 52 (DEE52) [MIM:617350]: A form of epileptic encephalopathy, a heterogeneous group of severe early-onset epilepsies characterized by refractory seizures, neurodevelopmental impairment, and poor prognosis. Development is normal prior to seizure onset, after which cognitive and motor delays become apparent. DEE52 inheritance is autosomal recessive. {ECO:0000269|PubMed:19710327, ECO:0000269|PubMed:23148524}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
64	Q14524	SCN5A	DISEASE: Progressive familial heart block 1A (PFHB1A) [MIM:113900]: A cardiac bundle branch disorder characterized by progressive alteration of cardiac conduction through the His-Purkinje system, with a pattern of a right bundle-branch block and/or left anterior hemiblock occurring individually or together. It leads to complete atrio-ventricular block causing syncope and sudden death. {ECO:0000269|PubMed:11234013, ECO:0000269|PubMed:11804990, ECO:0000269|PubMed:12569159, ECO:0000269|PubMed:12574143, ECO:0000269|PubMed:19251209, ECO:0000269|PubMed:23420830}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Long QT syndrome 3 (LQT3) [MIM:603830]: A heart disorder characterized by a prolonged QT interval on the ECG and polymorphic ventricular arrhythmias. They cause syncope and sudden death in response to exercise or emotional stress, and can present with a sentinel event of sudden cardiac death in infancy. {ECO:0000269|PubMed:10377081, ECO:0000269|PubMed:10508990, ECO:0000269|PubMed:10590249, ECO:0000269|PubMed:10627139, ECO:0000269|PubMed:10911008, ECO:0000269|PubMed:10973849, ECO:0000269|PubMed:11304498, ECO:0000269|PubMed:11410597, ECO:0000269|PubMed:11535573, ECO:0000269|PubMed:11710892, ECO:0000269|PubMed:11889015, ECO:0000269|PubMed:11997281, ECO:0000269|PubMed:12209021, ECO:0000269|PubMed:12454206, ECO:0000269|PubMed:12673799, ECO:0000269|PubMed:15840476, ECO:0000269|PubMed:16414944, ECO:0000269|PubMed:16922724, ECO:0000269|PubMed:18060054, ECO:0000269|PubMed:18378609, ECO:0000269|PubMed:18451998, ECO:0000269|PubMed:18708744, ECO:0000269|PubMed:18848812, ECO:0000269|PubMed:18929331, ECO:0000269|PubMed:19027780, ECO:0000269|PubMed:19716085, ECO:0000269|PubMed:26392562, ECO:0000269|PubMed:7651517, ECO:0000269|PubMed:7889574, ECO:0000269|PubMed:8541846, ECO:0000269|PubMed:9506831, ECO:0000269|PubMed:9686753, ECO:0000269|Ref.39}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Brugada syndrome 1 (BRGDA1) [MIM:601144]: A tachyarrhythmia characterized by right bundle branch block and ST segment elevation on an electrocardiogram (ECG). It can cause the ventricles to beat so fast that the blood is prevented from circulating efficiently in the body. When this situation occurs, the individual will faint and may die in a few minutes if the heart is not reset. {ECO:0000269|PubMed:10532948, ECO:0000269|PubMed:10618304, ECO:0000269|PubMed:10690282, ECO:0000269|PubMed:11410597, ECO:0000269|PubMed:11748104, ECO:0000269|PubMed:11823453, ECO:0000269|PubMed:11901046, ECO:0000269|PubMed:12051963, ECO:0000269|PubMed:12106943, ECO:0000269|PubMed:15023552, ECO:0000269|PubMed:15338453, ECO:0000269|PubMed:15579534, ECO:0000269|PubMed:15851320, ECO:0000269|PubMed:16266370, ECO:0000269|PubMed:16325048, ECO:0000269|PubMed:16616735, ECO:0000269|PubMed:17075016, ECO:0000269|PubMed:17081365, ECO:0000269|PubMed:17198989, ECO:0000269|PubMed:18252757, ECO:0000269|PubMed:18341814, ECO:0000269|PubMed:18451998, ECO:0000269|PubMed:18456723, ECO:0000269|PubMed:18616619, ECO:0000269|PubMed:19027780, ECO:0000269|PubMed:19251209, ECO:0000269|PubMed:19272188, ECO:0000269|PubMed:20129283, ECO:0000269|PubMed:23085483, ECO:0000269|PubMed:23420830, ECO:0000269|PubMed:24167619, ECO:0000269|PubMed:26279430, ECO:0000269|PubMed:26776555, ECO:0000269|PubMed:32850980, ECO:0000269|PubMed:9521325}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Sick sinus syndrome 1 (SSS1) [MIM:608567]: The term 'sick sinus syndrome' encompasses a variety of conditions caused by sinus node dysfunction. The most common clinical manifestations are syncope, presyncope, dizziness, and fatigue. Electrocardiogram typically shows sinus bradycardia, sinus arrest, and/or sinoatrial block. Episodes of atrial tachycardias coexisting with sinus bradycardia ('tachycardia-bradycardia syndrome') are also common in this disorder. SSS occurs most often in the elderly associated with underlying heart disease or previous cardiac surgery, but can also occur in the fetus, infant, or child without heart disease or other contributing factors. SSS1 onset is in utero, infancy, or early childhood. {ECO:0000269|PubMed:11748104, ECO:0000269|PubMed:14523039, ECO:0000269|PubMed:22795782}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Familial paroxysmal ventricular fibrillation 1 (VF1) [MIM:603829]: A cardiac arrhythmia marked by fibrillary contractions of the ventricular muscle due to rapid repetitive excitation of myocardial fibers without coordinated contraction of the ventricle and by absence of atrial activity. {ECO:0000269|PubMed:10940383}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Sudden infant death syndrome (SIDS) [MIM:272120]: SIDS is the sudden death of an infant younger than 1 year that remains unexplained after a thorough case investigation, including performance of a complete autopsy, examination of the death scene, and review of clinical history. Pathophysiologic mechanisms for SIDS may include respiratory dysfunction, cardiac dysrhythmias, cardiorespiratory instability, and inborn errors of metabolism, but definitive pathogenic mechanisms precipitating an infant sudden death remain elusive. {ECO:0000269|PubMed:18596570, ECO:0000269|PubMed:19302788}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.; DISEASE: Atrial standstill 1 (ATRST1) [MIM:108770]: A rare arrhythmia characterized by the absence of electrical and mechanical activity in the atria. Electrocardiographically, it is characterized by bradycardia, the absence of P waves, and a junctional narrow complex escape rhythm. {ECO:0000269|PubMed:12522116, ECO:0000269|PubMed:23420830}. Note=The disease may be caused by variants affecting distinct genetic loci, including the gene represented in this entry. A mutation in SCN5A has been detected in combination with a rare GJA5 genotype in a large family with atrial standstill.; DISEASE: Cardiomyopathy, dilated, 1E (CMD1E) [MIM:601154]: A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. {ECO:0000269|PubMed:15466643, ECO:0000269|PubMed:23420830}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Atrial fibrillation, familial, 10 (ATFB10) [MIM:614022]: A familial form of atrial fibrillation, a common sustained cardiac rhythm disturbance. Atrial fibrillation is characterized by disorganized atrial electrical activity and ineffective atrial contraction promoting blood stasis in the atria and reduces ventricular filling. It can result in palpitations, syncope, thromboembolic stroke, and congestive heart failure. {ECO:0000269|PubMed:18088563, ECO:0000269|PubMed:18378609}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
65	Q15911	ZFHX3 ATBF1 C16orf47	DISEASE: Atrial fibrillation, familial, 8 (ATFB8) [MIM:613055]: A familial form of atrial fibrillation, a common sustained cardiac rhythm disturbance. Atrial fibrillation is characterized by disorganized atrial electrical activity and ineffective atrial contraction promoting blood stasis in the atria and reduces ventricular filling. It can result in palpitations, syncope, thromboembolic stroke, and congestive heart failure. {ECO:0000269|PubMed:19597491, ECO:0000269|PubMed:19597492, ECO:0000269|PubMed:37449401}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry. An intronic C-to-A transversion (rs12931021) correlates with decreased ZFHX3 expression and increased risk of atrial fibrillation. {ECO:0000269|PubMed:37449401}.; DISEASE: Spinocerebellar ataxia 4 (SCA4) [MIM:600223]: A form of spinocerebellar ataxia, a clinically and genetically heterogeneous group of cerebellar disorders. Patients show progressive incoordination of gait and often poor coordination of hands, speech and eye movements, due to degeneration of the cerebellum with variable involvement of the brainstem and spinal cord. SCA4 is characterized by the onset of balance disturbances and gait and limb ataxia usually in the fourth decade, although earlier onset in the teens or twenties has been reported. There is evidence of genetic anticipation within families. Inheritance is autosomal dominant. {ECO:0000269|PubMed:38035881, ECO:0000269|PubMed:38684900}. Note=The disease is caused by variants affecting the gene represented in this entry. SCA4 is caused by heterozygous triplet repeat expansions in the poly-Gly tract. Affected individuals have expansions ranging from 42 to 74 repeats, while the number of repeats ranges from 14 to 26 in the general population (PubMed:38035881, PubMed:38684900). Patient-derived cells have increased ZFHX3 protein levels and show features of abnormal autophagy (PubMed:38684900). {ECO:0000269|PubMed:38035881, ECO:0000269|PubMed:38684900}.; DISEASE: Epilepsy, idiopathic generalized 20 (EIG20) [MIM:621500]: An autosomal recessive form of idiopathic generalized epilepsy, a disorder characterized by recurring generalized seizures in the absence of detectable brain lesions and/or metabolic abnormalities. Generalized seizures arise diffusely and simultaneously from both hemispheres of the brain. Seizure types include juvenile myoclonic seizures, absence seizures, and generalized tonic-clonic seizures. EIG20 is characterized by onset of partial epilepsy between infancy and teenage years and seizures progression to complex partial epilepsy and secondary generalized tonic-clonic seizures. Some patients show global developmental delay. {ECO:0000269|PubMed:38508705}. Note=The disease may be caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
