	Entry	Gene Names	Involvement in disease	Organism
70	O95263	PDE8B PIG22	DISEASE: Striatal degeneration, autosomal dominant 1 (ADSD1) [MIM:609161]: A movement disorder affecting the striatal part of the basal ganglia and characterized by bradykinesia, dysarthria and muscle rigidity. These symptoms resemble idiopathic Parkinson disease, but tremor is not present. {ECO:0000269|PubMed:20085714}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Primary pigmented nodular adrenocortical disease 3 (PPNAD3) [MIM:614190]: A rare bilateral adrenal defect causing ACTH-independent Cushing syndrome. Macroscopic appearance of the adrenals is characteristic with small pigmented micronodules observed in the cortex. Adrenal glands show overall normal size and weight, and multiple small yellow-to-dark brown nodules surrounded by a cortex with a uniform appearance. Microscopically, there are moderate diffuse cortical hyperplasia with mostly nonpigmented nodules, multiple capsular deficits and massive circumscribed and infiltrating extra-adrenal cortical excrescences with micronodules. Clinical manifestations of Cushing syndrome include facial and truncal obesity, abdominal striae, muscular weakness, osteoporosis, arterial hypertension, diabetes. {ECO:0000269|PubMed:18431404}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
71	P17612	PRKACA PKACA	DISEASE: Primary pigmented nodular adrenocortical disease 4 (PPNAD4) [MIM:615830]: A rare bilateral adrenal defect causing ACTH-independent Cushing syndrome. Macroscopic appearance of the adrenals is characteristic with small pigmented micronodules observed in the cortex. Adrenal glands show overall normal size and weight, and multiple small yellow-to-dark brown nodules surrounded by a cortex with a uniform appearance. Microscopically, there are moderate diffuse cortical hyperplasia with mostly nonpigmented nodules, multiple capsular deficits and massive circumscribed and infiltrating extra-adrenal cortical excrescences with micronodules. Clinical manifestations of Cushing syndrome include facial and truncal obesity, abdominal striae, muscular weakness, osteoporosis, arterial hypertension, diabetes. {ECO:0000269|PubMed:24571724, ECO:0000269|PubMed:24700472, ECO:0000269|PubMed:24747643, ECO:0000269|PubMed:24855271}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardioacrofacial dysplasia 1 (CAFD1) [MIM:619142]: An autosomal dominant disease characterized by dysmorphic facial features, congenital cardiac defects, primarily common atrium or atrioventricular septal defect, and limb anomalies, including short limbs, brachydactyly and postaxial polydactyly. {ECO:0000269|PubMed:33058759}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
72	Q8NFJ9	BBS1 BBS2L2	DISEASE: Note=Ciliary dysfunction leads to a broad spectrum of disorders, collectively termed ciliopathies. Overlapping clinical features include retinal degeneration, renal cystic disease, skeletal abnormalities, fibrosis of various organ, and a complex range of anatomical and functional defects of the central and peripheral nervous system. The ciliopathy range of diseases includes Meckel-Gruber syndrome, Bardet-Biedl syndrome, Joubert syndrome, nephronophtisis, Senior-Loken syndrome, and Jeune asphyxiating thoracic dystrophy among others. Single-locus allelism is insufficient to explain the variable penetrance and expressivity of such disorders, leading to the suggestion that variations across multiple sites of the ciliary proteome, including BBS1, influence the clinical outcome.; DISEASE: Bardet-Biedl syndrome 1 (BBS1) [MIM:209900]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:12118255, ECO:0000269|PubMed:12524598, ECO:0000269|PubMed:12567324, ECO:0000269|PubMed:12677556, ECO:0000269|PubMed:12920096, ECO:0000269|PubMed:15770229, ECO:0000269|PubMed:21052717, ECO:0000269|PubMed:21344540}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
73	Q13049	TRIM32 HT2A	DISEASE: Muscular dystrophy, limb-girdle, autosomal recessive 8 (LGMDR8) [MIM:254110]: An autosomal recessive degenerative myopathy characterized by pelvic girdle, shoulder girdle and quadriceps muscle weakness. Clinical phenotype and severity are highly variable. Disease progression is slow and most patients remain ambulatory into the sixth decade of life. {ECO:0000269|PubMed:11822024, ECO:0000269|PubMed:17994549}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Bardet-Biedl syndrome 11 (BBS11) [MIM:615988]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:16606853}. Note=The disease is caused by variants affecting the gene represented in this entry. It has been suggested that TRIM32 might be the E3 ubiquitin ligase for BBS2, a component of the BBSome complex involved in ciliogenesis, that is ubiquitinated and degraded by the proteasome (PubMed:22500027). {ECO:0000269|PubMed:22500027}.	Homo sapiens (Human)
74	O95467	GNAS GNAS1	DISEASE: ACTH-independent macronodular adrenal hyperplasia 1 (AIMAH1) [MIM:219080]: A rare adrenal defect characterized by multiple, bilateral, non-pigmented, benign, adrenocortical nodules. It results in excessive production of cortisol leading to ACTH-independent Cushing syndrome. Clinical manifestations of Cushing syndrome include facial and truncal obesity, abdominal striae, muscular weakness, osteoporosis, arterial hypertension, diabetes. {ECO:0000269|PubMed:12727968}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Pseudohypoparathyroidism 1B (PHP1B) [MIM:603233]: A disorder characterized by end-organ resistance to parathyroid hormone, hypocalcemia and hyperphosphatemia. Patients affected with PHP1B lack developmental defects characteristic of Albright hereditary osteodystrophy, and typically show no other endocrine abnormalities besides resistance to PTH. {ECO:0000269|PubMed:11029463, ECO:0000269|PubMed:11067869, ECO:0000269|PubMed:11294659, ECO:0000269|PubMed:12858292, ECO:0000269|PubMed:14561710, ECO:0000269|PubMed:15592469, ECO:0000269|PubMed:15800843}. Note=The disease is caused by variants affecting the gene represented in this entry. Most affected individuals have defects in methylation of the gene. In some cases microdeletions involving the STX16 appear to cause loss of methylation at exon A/B of GNAS, resulting in PHP1B. Paternal uniparental isodisomy have also been observed.; DISEASE: Note=Genetic variation affecting the GNAS locus is associated with GNAS hyperfunction, a condition characterized by increased trauma-related bleeding tendency, prolonged bleeding time, brachydactyly and intellectual disability. Both the XLas isoforms and the ALEX protein are mutated which strongly reduces the interaction between them and this may allow unimpeded activation of the XLas isoforms. {ECO:0000305}.	Homo sapiens (Human)
75	Q9NXB0	MKS1	DISEASE: Meckel syndrome 1 (MKS1) [MIM:249000]: A disorder characterized by a combination of renal cysts and variably associated features including developmental anomalies of the central nervous system (typically encephalocele), hepatic ductal dysplasia and cysts, and polydactyly. {ECO:0000269|PubMed:16415886, ECO:0000269|PubMed:19466712, ECO:0000269|PubMed:26490104}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Bardet-Biedl syndrome 13 (BBS13) [MIM:615990]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:18327255}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Joubert syndrome 28 (JBTS28) [MIM:617121]: A form of Joubert syndrome, a disorder presenting with cerebellar ataxia, oculomotor apraxia, hypotonia, neonatal breathing abnormalities and psychomotor delay. Neuroradiologically, it is characterized by cerebellar vermian hypoplasia/aplasia, thickened and reoriented superior cerebellar peduncles, and an abnormally large interpeduncular fossa, giving the appearance of a molar tooth on transaxial slices (molar tooth sign). Additional variable features include retinal dystrophy, renal disease, liver fibrosis, and polydactyly. JBTS28 inheritance is autosomal recessive. {ECO:0000269|PubMed:24886560}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
76	Q96NL8	CFAP418 C8orf37 smalltalk	DISEASE: Cone-rod dystrophy 16 (CORD16) [MIM:614500]: An inherited retinal dystrophy characterized by retinal pigment deposits visible on fundus examination, predominantly in the macular region, and initial loss of cone photoreceptors followed by rod degeneration. This leads to decreased visual acuity and sensitivity in the central visual field, followed by loss of peripheral vision. Severe loss of vision occurs earlier than in retinitis pigmentosa, due to cone photoreceptors degenerating at a higher rate than rod photoreceptors. {ECO:0000269|PubMed:22177090, ECO:0000269|PubMed:36233334}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Retinitis pigmentosa 64 (RP64) [MIM:614500]: A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well. {ECO:0000269|PubMed:22177090, ECO:0000269|PubMed:36233334}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Bardet-Biedl syndrome 21 (BBS21) [MIM:617406]: A form of Bardet-Biedl syndrome, a syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:26854863, ECO:0000269|PubMed:27008867, ECO:0000269|PubMed:36233334}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
77	P01024	C3 CPAMD1	DISEASE: Complement component 3 deficiency (C3D) [MIM:613779]: A rare defect of the complement classical pathway. Patients develop recurrent, severe, pyogenic infections because of ineffective opsonization of pathogens. Some patients may also develop autoimmune disorders, such as arthralgia and vasculitic rashes, lupus-like syndrome and membranoproliferative glomerulonephritis. {ECO:0000269|PubMed:7961791}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Macular degeneration, age-related, 9 (ARMD9) [MIM:611378]: A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane. {ECO:0000269|PubMed:17634448, ECO:0000269|PubMed:24036952}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.; DISEASE: Hemolytic uremic syndrome, atypical, 5 (AHUS5) [MIM:612925]: An atypical form of hemolytic uremic syndrome. It is a complex genetic disease characterized by microangiopathic hemolytic anemia, thrombocytopenia, renal failure and absence of episodes of enterocolitis and diarrhea. In contrast to typical hemolytic uremic syndrome, atypical forms have a poorer prognosis, with higher death rates and frequent progression to end-stage renal disease. {ECO:0000269|PubMed:18796626, ECO:0000269|PubMed:20513133}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry. Other genes may play a role in modifying the phenotype.; DISEASE: Note=Increased levels of C3 and its cleavage product ASP, are associated with obesity, diabetes and coronary heart disease. Short-term endurance training reduces baseline ASP levels and subsequently fat storage.	Homo sapiens (Human)
78	P84996	GNAS GNAS1	DISEASE: Note=Genetic variation affecting the GNAS locus is associated with GNAS hyperfunction, a condition characterized by increased trauma-related bleeding tendency, prolonged bleeding time, brachydactyly and intellectual disability. Both the XLas isoforms and the ALEX protein are mutated which strongly reduces the interaction between them and this may allow unimpeded activation of the XLas isoforms. {ECO:0000269|PubMed:12719376}.; DISEASE: ACTH-independent macronodular adrenal hyperplasia 1 (AIMAH1) [MIM:219080]: A rare adrenal defect characterized by multiple, bilateral, non-pigmented, benign, adrenocortical nodules. It results in excessive production of cortisol leading to ACTH-independent Cushing syndrome. Clinical manifestations of Cushing syndrome include facial and truncal obesity, abdominal striae, muscular weakness, osteoporosis, arterial hypertension, diabetes. {ECO:0000269|PubMed:12727968}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Pseudohypoparathyroidism 1B (PHP1B) [MIM:603233]: A disorder characterized by end-organ resistance to parathyroid hormone, hypocalcemia and hyperphosphatemia. Patients affected with PHP1B lack developmental defects characteristic of Albright hereditary osteodystrophy, and typically show no other endocrine abnormalities besides resistance to PTH. {ECO:0000269|PubMed:11029463, ECO:0000269|PubMed:11067869, ECO:0000269|PubMed:11294659, ECO:0000269|PubMed:12858292, ECO:0000269|PubMed:14561710, ECO:0000269|PubMed:15592469, ECO:0000269|PubMed:15800843}. Note=The disease is caused by variants affecting the gene represented in this entry. Most affected individuals have defects in methylation of the gene. In some cases microdeletions involving the STX16 appear to cause loss of methylation at exon A/B of GNAS, resulting in PHP1B. Paternal uniparental isodisomy have also been observed.; DISEASE: Colorectal cancer (CRC) [MIM:114500]: A complex disease characterized by malignant lesions arising from the inner wall of the large intestine (the colon) and the rectum. Genetic alterations are often associated with progression from premalignant lesion (adenoma) to invasive adenocarcinoma. Risk factors for cancer of the colon and rectum include colon polyps, long-standing ulcerative colitis, and genetic family history. Note=The disease may be caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
79	Q96LB3	IFT74 CCDC2 CMG1	DISEASE: Bardet-Biedl syndrome 22 (BBS22) [MIM:617119]: A form of Bardet-Biedl syndrome, a syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:27486776}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Joubert syndrome 40 (JBTS40) [MIM:619582]: A form of Joubert syndrome, a disorder presenting with cerebellar ataxia, oculomotor apraxia, hypotonia, neonatal breathing abnormalities and psychomotor delay. Neuroradiologically, it is characterized by cerebellar vermian hypoplasia/aplasia, thickened and reoriented superior cerebellar peduncles, and an abnormally large interpeduncular fossa, giving the appearance of a molar tooth on transaxial slices (molar tooth sign). Additional variable features include retinal dystrophy, renal disease, liver fibrosis, and polydactyly. JBTS40 inheritance is autosomal recessive. {ECO:0000269|PubMed:33531668, ECO:0000269|PubMed:34539760}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Spermatogenic failure 58 (SPGF58) [MIM:619585]: An autosomal recessive male infertility disorder characterized by absent or severely reduced sperm motility, due to multiple morphological abnormalities of the sperm flagellum. {ECO:0000269|PubMed:33689014}. Note=The disease is caused by variants affecting the gene represented in this entry. A homozygous variant at codon 86 has been identified in 2 unrelated affected individuals. In addition to encoding a missense, this variant also affects splicing, predominantly through the induction of an in-frame deletion of 10 amino acids within exon 3. Other minor transcripts can be detected in patient's sperm that use cryptic donor sites present in intron 3, leading either to the retention of 18 bp of intron 3 and an in-frame insertion of 6 amino acids, or to the retention of 108 bp of intron 3, which induces a frameshift and a truncated protein. {ECO:0000269|PubMed:33689014}.	Homo sapiens (Human)
80	Q9UG01	IFT172 KIAA1179	DISEASE: Short-rib thoracic dysplasia 10 with or without polydactyly (SRTD10) [MIM:615630]: A form of short-rib thoracic dysplasia, a group of autosomal recessive ciliopathies that are characterized by a constricted thoracic cage, short ribs, shortened tubular bones, and a 'trident' appearance of the acetabular roof. Polydactyly is variably present. Non-skeletal involvement can include cleft lip/palate as well as anomalies of major organs such as the brain, eye, heart, kidneys, liver, pancreas, intestines, and genitalia. Some forms of the disease are lethal in the neonatal period due to respiratory insufficiency secondary to a severely restricted thoracic cage, whereas others are compatible with life. Disease spectrum encompasses Ellis-van Creveld syndrome, asphyxiating thoracic dystrophy (Jeune syndrome), Mainzer-Saldino syndrome, and short rib-polydactyly syndrome. {ECO:0000269|PubMed:24140113}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Retinitis pigmentosa 71 (RP71) [MIM:616394]: A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well. {ECO:0000269|PubMed:25168386}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Bardet-Biedl syndrome 20 (BBS20) [MIM:619471]: A form of Bardet-Biedl syndrome, a syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:25168386, ECO:0000269|PubMed:32451492}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
81	O15078	CEP290 BBS14 KIAA0373 NPHP6	DISEASE: Joubert syndrome 5 (JBTS5) [MIM:610188]: A disorder presenting with cerebellar ataxia, oculomotor apraxia, hypotonia, neonatal breathing abnormalities and psychomotor delay. Neuroradiologically, it is characterized by cerebellar vermian hypoplasia/aplasia, thickened and reoriented superior cerebellar peduncles, and an abnormally large interpeduncular fossa, giving the appearance of a molar tooth on transaxial slices (molar tooth sign). Additional variable features include retinal dystrophy and renal disease. Joubert syndrome type 5 shares the neurologic and neuroradiologic features of Joubert syndrome together with severe retinal dystrophy and/or progressive renal failure characterized by nephronophthisis. {ECO:0000269|PubMed:16682970, ECO:0000269|PubMed:16682973, ECO:0000269|PubMed:22425360, ECO:0000269|PubMed:26166481, ECO:0000269|PubMed:26477546, ECO:0000269|PubMed:34196201}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Senior-Loken syndrome 6 (SLSN6) [MIM:610189]: A renal-retinal disorder characterized by progressive wasting of the filtering unit of the kidney (nephronophthisis), with or without medullary cystic renal disease, and progressive eye disease. Typically this disorder becomes apparent during the first year of life. {ECO:0000269|PubMed:20683928}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Leber congenital amaurosis 10 (LCA10) [MIM:611755]: A severe dystrophy of the retina, typically becoming evident in the first years of life. Visual function is usually poor and often accompanied by nystagmus, sluggish or near-absent pupillary responses, photophobia, high hyperopia and keratoconus. {ECO:0000269|PubMed:16909394, ECO:0000269|PubMed:20683928, ECO:0000269|PubMed:21602930}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Meckel syndrome 4 (MKS4) [MIM:611134]: A disorder characterized by a combination of renal cysts and variably associated features including developmental anomalies of the central nervous system (typically encephalocele), hepatic ductal dysplasia and cysts, and polydactyly. {ECO:0000269|PubMed:17564974, ECO:0000269|PubMed:31411728, ECO:0000269|PubMed:34196201}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Note=Antibodies against CEP290 are present in sera from patients with cutaneous T-cell lymphomas, but not in the healthy control population. {ECO:0000269|PubMed:11149944}.; DISEASE: Bardet-Biedl syndrome 14 (BBS14) [MIM:615991]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:18327255}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
82	Q2M1P5	KIF7 UNQ340/PRO539	DISEASE: Note=Ciliary dysfunction leads to a broad spectrum of disorders, collectively termed ciliopathies. The ciliopathy range of diseases includes Meckel-Gruber syndrome, Bardet-Biedl syndrome, Joubert syndrome, and hydrolethalus syndrome among others. Single-locus allelism is insufficient to explain the variable penetrance and expressivity of such disorders, leading to the suggestion that variations across multiple sites of the ciliary proteome influence the clinical outcome. Primary ciliopathy loci can be modulated by pathogenic lesions in other ciliary genes to either exacerbate overall severity or induce specific endophenotypes. KIF7 may be causally associated with diverse ciliopathies, and also acts as a modifier gene across the ciliopathy spectrum.; DISEASE: Bardet-Biedl syndrome (BBS) [MIM:209900]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:21552264}. Note=The gene represented in this entry may act as a disease modifier. Heterozygous missense mutations in KIF7 may genetically interact with other BBS genes and contribute to disease manifestation and severity.; DISEASE: Hydrolethalus syndrome 2 (HLS2) [MIM:614120]: An embryonic lethal disorder characterized by hydrocephaly or anencephaly, postaxial polydactyly of the upper limbs, and pre- or postaxial polydactyly of the lower limbs. Duplication of the hallux is a common finding. {ECO:0000269|PubMed:21552264}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Acrocallosal syndrome (ACLS) [MIM:200990]: An autosomal recessive syndrome characterized by hypogenesis or agenesis of the corpus callosum. Clinical features include postaxial polydactyly, hallux duplication, macrocephaly, craniofacial abnormalities, severe developmental delay and intellectual disability. {ECO:0000269|PubMed:21552264, ECO:0000269|PubMed:23125460, ECO:0000269|PubMed:26174511}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Joubert syndrome 12 (JBTS12) [MIM:200990]: A disorder presenting with cerebellar ataxia, oculomotor apraxia, hypotonia, neonatal breathing abnormalities and psychomotor delay. Neuroradiologically, it is characterized by cerebellar vermian hypoplasia/aplasia, thickened and reoriented superior cerebellar peduncles, and an abnormally large interpeduncular fossa, giving the appearance of a molar tooth on transaxial slices (molar tooth sign). Additional variable features include retinal dystrophy and renal disease. {ECO:0000269|PubMed:21633164}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Al-Gazali-Bakalinova syndrome (AGBK) [MIM:607131]: An autosomal recessive syndrome consisting of macrocephaly, multiple epiphyseal dysplasia and distinctive facial appearance. {ECO:0000269|PubMed:22587682}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
83	Q5HYA8	TMEM67 MKS3	DISEASE: Note=TMEM67 mutations result in ciliary dysfunction leading to a broad spectrum of disorders, collectively termed ciliopathies. Overlapping clinical features include retinal degeneration, renal cystic disease, skeletal abnormalities, fibrosis of various organ, and a complex range of anatomical and functional defects of the central and peripheral nervous system. The ciliopathy range of diseases includes Meckel-Gruber syndrome, Bardet-Biedl syndrome, Joubert syndrome, and nephronophtisis among others. Single-locus allelism is insufficient to explain the variable penetrance and expressivity of such disorders, leading to the suggestion that variations across multiple sites of the ciliary proteome influence the clinical outcome. {ECO:0000269|PubMed:18327255, ECO:0000269|PubMed:21633164}.; DISEASE: Meckel syndrome 3 (MKS3) [MIM:607361]: A disorder characterized by a combination of renal cysts and variably associated features including developmental anomalies of the central nervous system (typically encephalocele), hepatic ductal dysplasia and cysts, and polydactyly. {ECO:0000269|PubMed:16415887, ECO:0000269|PubMed:17185389, ECO:0000269|PubMed:17377820, ECO:0000269|PubMed:19466712, ECO:0000269|PubMed:20232449, ECO:0000269|PubMed:26035863, ECO:0000269|PubMed:26191240, ECO:0000269|PubMed:31411728, ECO:0000269|PubMed:34964473}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Joubert syndrome 6 (JBTS6) [MIM:610688]: A disorder presenting with cerebellar ataxia, oculomotor apraxia, hypotonia, neonatal breathing abnormalities and psychomotor delay. Neuroradiologically, it is characterized by cerebellar vermian hypoplasia/aplasia, thickened and reoriented superior cerebellar peduncles, and an abnormally large interpeduncular fossa, giving the appearance of a molar tooth on transaxial slices (molar tooth sign). Additional variable features include retinal dystrophy and renal disease. {ECO:0000269|PubMed:17160906, ECO:0000269|PubMed:19508969, ECO:0000269|PubMed:19574260, ECO:0000269|PubMed:21633164, ECO:0000269|PubMed:26477546, ECO:0000269|PubMed:32000717}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Bardet-Biedl syndrome 14 (BBS14) [MIM:615991]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:18327255}. Note=The gene represented in this entry may act as a disease modifier. TMEM67 variations may influence the expression of Bardet-Biedl syndrome in patients who have causative mutations in other genes. Heterozygosity for a complex mutation in the TMEM67 gene coding for a protein with 2 in cis changes, and homozygosity for a truncating mutation of the CEP290 gene has been found in a patient with Bardet-Biedl syndrome 14.; DISEASE: COACH syndrome 1 (COACH1) [MIM:216360]: A form of COACH syndrome, a disorder characterized by cerebellar vermis hypoplasia, developmental delay, impaired intellectual development, ataxia, and hepatic fibrosis. Patients present the molar tooth sign, a midbrain-hindbrain malformation pathognomonic for Joubert syndrome and related disorders. Other features, such as coloboma and renal cysts, may be variable. COACH1 inheritance is autosomal recessive. {ECO:0000269|PubMed:19058225, ECO:0000269|PubMed:19574260, ECO:0000269|PubMed:28860541, ECO:0000269|PubMed:34964473}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Nephronophthisis 11 (NPHP11) [MIM:613550]: A disorder characterized by the association of nephronophthisis with hepatic fibrosis. Nephronophthisis is a progressive tubulo-interstitial kidney disorder histologically characterized by modifications of the tubules with thickening of the basement membrane, interstitial fibrosis and, in the advanced stages, medullary cysts. Typical clinical features are chronic renal failure, anemia, polyuria, polydipsia, isosthenuria, and growth retardation. Associations with extrarenal symptoms, especially ocular lesions, are frequent. {ECO:0000269|PubMed:19508969}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: RHYNS syndrome (RHYNS) [MIM:602152]: An autosomal recessive syndrome characterized by gaze palsy, retinitis pigmentosa, sensorineural hearing loss, hypopituitarism, nephronophthisis, and skeletal dysplasia. {ECO:0000269|PubMed:29891882}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
84	O43325	LYRM1	DISEASE: Note=When overexpressed, may be involved in obesity-associated insulin resistance, possibly by causing mitochondrial dysfunction in adipocytes.	Homo sapiens (Human)
